name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Ascentrik Resear...,1.5,(56 Reviews),Private,"Mumbai,Maharashtra + 2 more",13 years old,201-500 Employees (India)
MSG Global Solut...,3.5,(56 Reviews),Private,"Regensdorf,Zurich",15 years old,201-500 Employees (India)
Renu Electronics,3.9,(56 Reviews),Private,Pune,32 years old,51-200 Employees (India)
Crestech Softwar...,4.0,(56 Reviews),Private,"Noida,Uttar Pradesh + 3 more",18 years old,51-200 Employees (India)
Strand Life Scie...,3.6,(56 Reviews),Private,"Bangalore,Karnataka + 9 more",23 years old,201-500 Employees (India)
Yahoo,4.4,(56 Reviews),Private,Sunnyvale + 2 more,21 years old,501-1k Employees (India)
Geometric,4.0,(56 Reviews),Public,"Noida,Uttar Pradesh + 3 more",39 years old,5k-10k Employees (Global)
GSECL,4.0,(56 Reviews),Private,Vadodara + 10 more,30 years old,5k-10k Employees (India)
Applied Solar Te...,4.2,(56 Reviews),Private,"Noida,Uttar Pradesh + 7 more",15 years old,51-200 Employees (India)
Crisp System,4.5,(56 Reviews),Private,Coimbatore + 7 more,27 years old,11-50 Employees (Global)
Getronics,4.5,(56 Reviews),Private,"Amsterdam,North Holland + 6 more",136 years old,201-500 Employees (India)
PMC,3.9,(56 Reviews),Private,Mumbai + 22 more,39 years old,10k-50k Employees (Global)
AN Prakash Const...,4.4,(56 Reviews),Private,Bengaluru + 7 more,37 years old,201-500 Employees (India)
Prayosha Food Se...,4.4,(56 Reviews),Private,"Ahmedabad,Gujarat + 9 more",12 years old,201-500 Employees (India)
Hydac,3.4,(56 Reviews),Sulzbach + 8 more,60 years old,51-200 Employees (India),
Saahaj Milk Prod...,4.4,(56 Reviews),Agra + 11 more,9 years old,501-1k Employees (Global),
Marcura India,4.0,(56 Reviews),Dubai + 3 more,18 years old,501-1k Employees (Global),
Uber eats,4.2,(56 Reviews),Private,"San Francisco,California + 17 more",9 years old,1k-5k Employees (Global)
Canny Brains,4.6,(56 Reviews),Ahmedabad + 1 more,11-50 Employees (India),,
SHOW OFF RETAIL,3.5,(56 Reviews),"Delhi,NCT + 12 more",7 years old,11-50 Employees (India),
Clarus Rcm Infot...,3.4,(56 Reviews),Hyderabad/Secunderabad + 2 more,51-200 Employees (India),,
Wheels India - T...,3.6,(56 Reviews),Chennai + 6 more,1k-5k Employees (India),,
Paisalo Digital,4.1,(56 Reviews),Public,"Delhi/NCR,Delhi + 16 more",31 years old,51-200 Employees (India)
Tata Tele Busine...,4.3,(56 Reviews),Noida + 12 more,10k-50k Employees (India),,
Crescon Projects...,4.0,(56 Reviews),"Chennai,Tamil Nadu + 3 more",12 years old,51-200 Employees (India),
Qcon-Qatar Engin...,4.0,(56 Reviews),Mumbai + 3 more,501-1k Employees (India),,
Syniti,4.5,(56 Reviews),Private,"Needham,MA + 10 more",27 years old,10k-50k Employees (India)
IRON TRIANGLE LI...,3.8,(56 Reviews),Private,Rajkot + 14 more,32 years old,
Vishwa Samudra E...,3.8,(56 Reviews),Hyderabad/Secunderabad + 10 more,501-1k Employees (India),,
Dormakaba India,4.0,(56 Reviews),"Chennai,Tamil Nadu + 19 more",26 years old,501-1k Employees (India),
Centrient Pharma...,3.8,(56 Reviews),"Rotterdam,Zuid-Holland + 7 more",154 years old,201-500 Employees (India),
Qatar Petrochemi...,4.4,(56 Reviews),Doha + 3 more,49 years old,1k-5k Employees (Global),
Special Protecti...,5.0,(56 Reviews),Private,New Delhi + 2 more,38 years old,1 Lakh+ Employees (India)
Nutricia,4.1,(56 Reviews),Private,Utrecht + 17 more,127 years old,5k-10k Employees (Global)
Degania Medical ...,4.1,(56 Reviews),Private,Degania Bet + 2 more,39 years old,51-200 Employees (India)
Ekya Schools,4.1,(56 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",13 years old,201-500 Employees (India)
India Post Payme...,3.7,(56 Reviews),New Delhi + 25 more,51-200 Employees (India),,
Turing,3.8,(56 Reviews),"Palo Alto,California",5 years old,1k-5k Employees (India),
Oasis Partners A...,3.8,(56 Reviews),Mumbai + 29 more,5k-10k Employees (India),,
Havells India Li...,4.0,(56 Reviews),Noida + 22 more,,,
TP Central Odish...,4.1,(56 Reviews),Bhubaneswar + 8 more,5k-10k Employees (India),,
Comcast India En...,4.3,(56 Reviews),"Chennai,Tamil Nadu",60 years old,1k-5k Employees (India),
Qcon-Qatar Engin...,4.0,(56 Reviews),Mumbai + 3 more,501-1k Employees (India),,
TP Central Odish...,4.1,(56 Reviews),Bhubaneswar + 8 more,5k-10k Employees (India),,
Turing,3.8,(56 Reviews),"Palo Alto,California",5 years old,1k-5k Employees (India),
Dormakaba India,4.0,(56 Reviews),"Chennai,Tamil Nadu + 19 more",26 years old,501-1k Employees (India),
Syniti,4.5,(56 Reviews),Private,"Needham,MA + 10 more",27 years old,10k-50k Employees (India)
Zymr Systems,3.5,(56 Reviews),Private,"San Jose,California + 3 more",11 years old,201-500 Employees (India)
Electromech Mate...,3.5,(56 Reviews),Private,"Pune,Maharashtra + 5 more",44 years old,201-500 Employees (India)
Sequretek It Sol...,3.7,(56 Reviews),Private,"Mumbai,Maharashtra + 4 more",10 years old,201-500 Employees (India)
Topsel Toyota,4.3,(56 Reviews),Private,Kolkata + 3 more,42 years old,201-500 Employees (India)
InsuranceDekho,3.4,(56 Reviews),Gurgaon/Gurugram + 8 more,,,
Colan Infotech,4.0,(56 Reviews),Private,Chennai + 1 more,14 years old,201-500 Employees (India)
Samrin Services,2.5,(56 Reviews),LLP,"Mumbai,Maharashtra + 1 more",14 years old,201-500 Employees (India)
Black Turtle,4.2,(56 Reviews),Private,"Mumbai,Maharashtra + 4 more",6 years old,201-500 Employees (India)
Global Group,4.4,(599 Reviews),Private,Pune + 5 more,23 years old,51-200 Employees (India)
Akshar Elecinfra,4.3,(55 Reviews),Private,Vadodara + 5 more,37 years old,501-1k Employees (India)
CNK & Associates,4.0,(55 Reviews),LLP,Mumbai + 4 more,21 years old,51-200 Employees (Global)
Bhagyalaxmi Roll...,4.0,(55 Reviews),Private,Jalna + 3 more,19 years old,11-50 Employees (India)
Magnum,3.3,(55 Reviews),Public,Bhopal + 13 more,30 years old,1k-5k Employees (Global)
Kewaunee Labway,4.1,(55 Reviews),Statesville + 2 more,117 years old,201-500 Employees (India),
BACS HITECH ENGI...,4.4,(55 Reviews),Private,Bhilai Nagar + 12 more,5 years old,501-1k Employees (India)
D-VoiS Communica...,3.9,(55 Reviews),Private,Bengaluru + 9 more,17 years old,51-200 Employees (India)
BMC Qatar,4.2,(55 Reviews),Pune + 8 more,,,
Saasvaap Techies,4.3,(55 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 3 more",19 years old,51-200 Employees (India)
Sandip Universit...,3.8,(55 Reviews),Nashik + 10 more,7 years old,501-1k Employees (India),
Institute of Med...,4.4,(55 Reviews),Bhubaneswar + 2 more,51-200 Employees (India),,
Unipath Specialt...,4.2,(55 Reviews),Private,"Kolkata,West Bengal + 14 more",14 years old,51-200 Employees (India)
DE Diamond Elect...,4.1,(55 Reviews),Osaka + 3 more,86 years old,501-1k Employees (Global),
Aaa Capital Serv...,3.2,(55 Reviews),Private,New Delhi + 13 more,28 years old,51-200 Employees (India)
Htl Aircon,4.1,(55 Reviews),Private,"Mumbai,Maharashtra + 7 more",27 years old,201-500 Employees (India)
BIZONGO,3.6,(55 Reviews),Private,"Mumbai,Maharashtra + 3 more",8 years old,201-500 Employees (India)
Emitec Emission ...,3.9,(55 Reviews),Private,Lohmar + 3 more,94 years old,51-200 Employees (India)
ACL Mobile,3.9,(55 Reviews),Private,Noida + 6 more,23 years old,501-1k Employees (India)
Liberty Oil Mill...,4.4,(55 Reviews),Private,"Mumbai,Maharashtra + 6 more",70 years old,1k-5k Employees (India)
Public School,3.9,(55 Reviews),New York + 30 more,15 years old,11-50 Employees (India),
NSSL,3.2,(55 Reviews),Nagpur,35 years old,1k-5k Employees (India),
Intec Capital,3.8,(55 Reviews),Public,"Delhi/NCR,New Delhi + 8 more",29 years old,51-200 Employees (India)
Future Market In...,2.6,(55 Reviews),Private,"Jumeirah Lakes Towers,Dubai",9 years old,51-200 Employees (India)
Aruba Networks,4.1,(55 Reviews),Private,"Santa Clara,California + 1 more",21 years old,501-1k Employees (India)
Sterling Infosys...,3.9,(55 Reviews),Private,New York + 2 more,48 years old,1k-5k Employees (India)
Arshiya Internat...,3.9,(55 Reviews),Public,"Mumbai,Maharashtra + 4 more",42 years old,201-500 Employees (India)
Shiv Nadar Unive...,3.9,(55 Reviews),Private,"Noida,Uttar Pradesh + 5 more",12 years old,501-1k Employees (India)
Futures First in...,3.6,(55 Reviews),Private,Gurgaon + 6 more,21 years old,201-500 Employees (India)
Tulip Telecom,3.4,(55 Reviews),Public,"Delhi/NCR,New Delhi + 17 more",31 years old,1k-5k Employees (India)
Truebil,4.0,(55 Reviews),Private,"Mumbai,Maharashtra + 6 more",8 years old,51-200 Employees (India)
Weaverbird Engin...,3.5,(55 Reviews),Private,New Delhi + 7 more,18 years old,201-500 Employees (India)
Open Access Tech...,3.9,(55 Reviews),Private,"Minneapolis,Minnesota + 1 more",28 years old,501-1k Employees (India)
PageTraffic Web-...,3.8,(55 Reviews),Private,Chicago,21 years old,51-200 Employees (India)
KEO Internationa...,4.7,(55 Reviews),Kuwait City + 3 more,59 years old,501-1k Employees (India),
Vishal Fabricato...,4.3,(55 Reviews),Private,Ahmedabad + 3 more,6 years old,1k-5k Employees (India)
NIFA Infocomp Se...,3.7,(55 Reviews),Private,"Delhi/NCR,Delhi + 13 more",17 years old,11-50 Employees (India)
Gulf Catering Co...,4.1,(55 Reviews),Riyadh + 5 more,37 years old,5k-10k Employees (India),
AVT McCormick In...,4.1,(55 Reviews),Aluva + 8 more,29 years old,201-500 Employees (India),
Datt Mediproduct...,3.8,(55 Reviews),Private,New Delhi + 10 more,28 years old,201-500 Employees (India)
vConstruct,4.1,(55 Reviews),Private,"Pune,Maharashtra",10 years old,201-500 Employees (India)
NIPA Internation...,3.4,(55 Reviews),Gurugram,41 years old,51-200 Employees (India),
Nippon Data Syst...,4.0,(55 Reviews),Private,"Noida,Uttar Pradesh + 7 more",29 years old,201-500 Employees (India)
Kasturba Hospita...,4.5,(55 Reviews),Private,New Delhi + 7 more,118 years old,501-1k Employees (India)
Zuti Engineering...,4.2,(55 Reviews),Private,Hyderabad + 2 more,19 years old,51-200 Employees (India)
Global Shiksha,3.1,(55 Reviews),Private,Bengaluru + 3 more,12 years old,51-200 Employees (India)
MSys Tech India,4.2,(55 Reviews),Atlanta + 2 more,501-1k Employees (India),,
Eurofins Advinus,3.8,(55 Reviews),Bengaluru + 1 more,18 years old,501-1k Employees (India),
Doctors for you,4.1,(55 Reviews),"Bombay,maharashtra + 18 more",16 years old,501-1k Employees (India),
BMC Qatar,4.2,(55 Reviews),Pune + 8 more,,,
Aga Khan Foundat...,3.9,(55 Reviews),NGO/NPO,Geneva + 17 more,56 years old,51-200 Employees (India)
Jaatvedas Constr...,3.4,(55 Reviews),Private,Mumbai + 5 more,23 years old,51-200 Employees (India)
Nunhems India,4.4,(55 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",106 years old,1k-5k Employees (India)
Phronesis Partne...,3.7,(55 Reviews),Boston,10 years old,201-500 Employees (India),
Magnum,3.3,(55 Reviews),Public,Bhopal + 13 more,30 years old,1k-5k Employees (Global)
Kewaunee Labway,4.1,(55 Reviews),Statesville + 2 more,117 years old,201-500 Employees (India),
Bhagyalaxmi Roll...,4.0,(55 Reviews),Private,Jalna + 3 more,19 years old,11-50 Employees (India)
Gvk Emri Up,3.5,(55 Reviews),Private,Secunderabad + 4 more,12 years old,
HH Global,3.8,(55 Reviews),Leatherhead + 5 more,32 years old,1k-5k Employees (Global),
KPTCL,4.1,(55 Reviews),Private,Bengaluru + 14 more,24 years old,1 Lakh+ Employees (India)
Innovative Logis...,4.2,(55 Reviews),Private,Mumbai + 17 more,7 years old,1k-5k Employees (India)
Bse Institute,3.9,(55 Reviews),Private,"Mumbai,Maharashtra + 7 more",34 years old,51-200 Employees (India)
Pooja Forge,3.5,(55 Reviews),Public,Faridabad + 1 more,37 years old,51-200 Employees (India)
Citizens Hospita...,4.6,(55 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",11 years old,51-200 Employees (India)
HTIS Telecom,3.6,(55 Reviews),Private,"Mohali,Punjab + 13 more",16 years old,1k-5k Employees (India)
KCCEC,4.1,(55 Reviews),Private,Kuwait City + 2 more,56 years old,201-500 Employees (Global)
Sandip Universit...,3.8,(55 Reviews),Nashik + 10 more,7 years old,501-1k Employees (India),
Kion india,4.0,(55 Reviews),Pune + 7 more,12 years old,201-500 Employees (India),
Sarda Metals & A...,4.0,(55 Reviews),Public,Raipur + 3 more,50 years old,201-500 Employees (India)
Akshar Elecinfra,4.3,(55 Reviews),Private,Vadodara + 5 more,37 years old,501-1k Employees (India)
Oxalis Pharmaceu...,4.0,(55 Reviews),Private,Pune + 2 more,11 years old,501-1k Employees (India)
Sathya Agencies,4.1,(55 Reviews),Private,Tuticorin + 18 more,40 years old,51-200 Employees (India)
CNK & Associates,4.0,(55 Reviews),LLP,Mumbai + 4 more,21 years old,51-200 Employees (Global)
Chryso,3.8,(55 Reviews),"Navi Mumbai,Maharashtra + 11 more",81 years old,51-200 Employees (India),
Chopra Industrie...,3.9,(55 Reviews),Private,Ludhiana + 13 more,13 years old,501-1k Employees (Global)
Ecogreen Energy,4.0,(55 Reviews),Private,Gurugram + 5 more,12 years old,51-200 Employees (India)
Nyk Auto Logisti...,3.8,(55 Reviews),Mumbai + 11 more,11-50 Employees (India),,
Flytxt Mobile So...,4.0,(55 Reviews),Private,Nieuwegein + 3 more,15 years old,201-500 Employees (India)
Rucha Group Of I...,3.9,(55 Reviews),Public,"Aurangabad,Maharashtra + 4 more",29 years old,1k-5k Employees (India)
Biomerieux,4.2,(55 Reviews),Marcy I'Etoile + 9 more,60 years old,51-200 Employees (India),
Punjab Kesari,3.8,(55 Reviews),Private,"Delhi/NCR,Delhi + 9 more",58 years old,10k-50k Employees (Global)
Maya Digital Stu...,3.2,(55 Reviews),Private,Mumbai + 2 more,27 years old,201-500 Employees (India)
Bharati Vidyapee...,4.3,(55 Reviews),Private,Pune + 6 more,59 years old,1k-5k Employees (India)
Aster Teleservic...,4.7,(55 Reviews),Private,Hyderabad + 11 more,25 years old,1k-5k Employees (India)
Target Publicati...,3.4,(55 Reviews),Private,"Mumbai,Maharashtra + 3 more",17 years old,51-200 Employees (India)
Public School,3.9,(55 Reviews),New York + 30 more,15 years old,11-50 Employees (India),
NSSL,3.2,(55 Reviews),Nagpur,35 years old,1k-5k Employees (India),
Money View,3.9,(55 Reviews),"Bangalore,Karnataka + 4 more",9 years old,51-200 Employees (India),
Nineleaps Techno...,4.0,(55 Reviews),Private,"Bangalore/Bengaluru,Karnataka",9 years old,201-500 Employees (India)
Denasa Buildcon,3.7,(55 Reviews),Private,"Pune,Maharashtra + 6 more",9 years old,51-200 Employees (India)
SMC Real Estate ...,3.3,(55 Reviews),New Delhi + 8 more,33 years old,51-200 Employees (India),
Triton Valves,3.3,(55 Reviews),Public,Bengaluru + 1 more,48 years old,1k-5k Employees (India)
HH Global,3.8,(55 Reviews),Leatherhead + 5 more,32 years old,1k-5k Employees (Global),
Pacifica Compani...,3.3,(55 Reviews),Private,"Ahmedabad,Gujarat + 3 more",45 years old,201-500 Employees (India)
Derewala Jewelle...,3.5,(55 Reviews),Private,Jaipur,36 years old,201-500 Employees (India)
Vishal Fabricato...,4.3,(55 Reviews),Private,Ahmedabad + 3 more,6 years old,1k-5k Employees (India)
Sparkline Equipm...,3.8,(55 Reviews),Private,Pune + 7 more,33 years old,51-200 Employees (India)
Mani Group,3.7,(55 Reviews),Kolkata + 4 more,1k-5k Employees (India),,
PageTraffic Web-...,3.8,(55 Reviews),Private,Chicago,21 years old,51-200 Employees (India)
CC India,4.0,(55 Reviews),Private,Bangalore + 12 more,56 years old,51-200 Employees (India)
SMERA Ratings,3.2,(55 Reviews),Private,"Mumbai,Maharashtra + 14 more",18 years old,201-500 Employees (Global)
ISS Softtech,4.7,(55 Reviews),"Bengaluru,Karnataka + 3 more",17 years old,201-500 Employees (India),
Liberty Oil Mill...,4.4,(55 Reviews),Private,"Mumbai,Maharashtra + 6 more",70 years old,1k-5k Employees (India)
Global Shiksha,3.1,(55 Reviews),Private,Bengaluru + 3 more,12 years old,51-200 Employees (India)
PizzaExpress,4.6,(55 Reviews),Private,London + 9 more,58 years old,10k-50k Employees (Global)
Future Market In...,2.6,(55 Reviews),Private,"Jumeirah Lakes Towers,Dubai",9 years old,51-200 Employees (India)
Tulip Telecom,3.4,(55 Reviews),Public,"Delhi/NCR,New Delhi + 17 more",31 years old,1k-5k Employees (India)
Shingora Textile...,3.1,(55 Reviews),Private,Ludhiana + 3 more,47 years old,501-1k Employees (India)
Kasturba Hospita...,4.5,(55 Reviews),Private,New Delhi + 7 more,118 years old,501-1k Employees (India)
Aruba Networks,4.1,(55 Reviews),Private,"Santa Clara,California + 1 more",21 years old,501-1k Employees (India)
Futures First in...,3.6,(55 Reviews),Private,Gurgaon + 6 more,21 years old,201-500 Employees (India)
Atom Technologie...,4.0,(55 Reviews),Public,"Mumbai,Maharashtra + 7 more",17 years old,501-1k Employees (India)
Centuary Fibre P...,4.2,(55 Reviews),Private,Hyderabad + 12 more,35 years old,51-200 Employees (India)
Shiv Nadar Unive...,3.9,(55 Reviews),Private,"Noida,Uttar Pradesh + 5 more",12 years old,501-1k Employees (India)
Arshiya Internat...,3.9,(55 Reviews),Public,"Mumbai,Maharashtra + 4 more",42 years old,201-500 Employees (India)
ACPL Systems,3.9,(55 Reviews),Private,Gurgaon + 12 more,33 years old,51-200 Employees (India)
PhiStream Consul...,3.4,(55 Reviews),Private,Noida + 6 more,51-200 Employees (India),
Truebil,4.0,(55 Reviews),Private,"Mumbai,Maharashtra + 6 more",8 years old,51-200 Employees (India)
Intec Capital,3.8,(55 Reviews),Public,"Delhi/NCR,New Delhi + 8 more",29 years old,51-200 Employees (India)
Sterling Infosys...,3.9,(55 Reviews),Private,New York + 2 more,48 years old,1k-5k Employees (India)
Rana Sugars,4.0,(55 Reviews),Public,Chandigarh + 7 more,31 years old,1k-5k Employees (India)
Prasar Bharati,4.2,(55 Reviews),Private,New Delhi + 20 more,26 years old,50k-1 Lakh Employees (India)
Vector India,4.6,(55 Reviews),Private,"Tucson,Arizona + 2 more",14 years old,1k-5k Employees (India)
Nippon Data Syst...,4.0,(55 Reviews),Private,"Noida,Uttar Pradesh + 7 more",29 years old,201-500 Employees (India)
Global Payments,4.3,(55 Reviews),Private,"Atlanta,Georgia + 7 more",56 years old,51-200 Employees (India)
ACL Mobile,3.9,(55 Reviews),Private,Noida + 6 more,23 years old,501-1k Employees (India)
KPTCL,4.1,(55 Reviews),Private,Bengaluru + 14 more,24 years old,1 Lakh+ Employees (India)
Advance Auto Par...,4.2,(55 Reviews),Private,Roanoke,91 years old,201-500 Employees (India)
Zuti Engineering...,4.2,(55 Reviews),Private,Hyderabad + 2 more,19 years old,51-200 Employees (India)
AIT Global,4.0,(55 Reviews),Private,"Pune,Maharashtra + 2 more",20 years old,51-200 Employees (India)
Inamdar Multispe...,4.2,(55 Reviews),Private,"Pune,Maharashtra",13 years old,51-200 Employees (India)
Ikon Retail,3.8,(55 Reviews),Private,New Delhi + 7 more,17 years old,11-50 Employees (India)
ADS Spirits,4.2,(55 Reviews),New Delhi + 14 more,13 years old,201-500 Employees (India),
Advocate,4.4,(55 Reviews),Private,Atlanta + 26 more,22 years old,1 Lakh+ Employees (India)
Kothari Medical ...,3.7,(55 Reviews),Private,Kolkata + 3 more,52 years old,201-500 Employees (India)
Tv9,4.5,(55 Reviews),Private,Hyderabad + 4 more,19 years old,5k-10k Employees (Global)
Dtss,3.9,(55 Reviews),Bengaluru + 17 more,15 years old,10k-50k Employees (Global),
