name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Patton Internati...,3.8,(124 Reviews),Private,"Kolkata,West Bengal + 2 more",33 years old,51-200 Employees (India)
Fernandez Hospit...,4.3,(124 Reviews),Private,"Hyderabad/Secunderabad,Telangana",75 years old,1k-5k Employees (India)
Bioseed,4.3,(124 Reviews),Private,Hyderabad + 31 more,31 years old,501-1k Employees (India)
DelEx Cargo,4.2,(124 Reviews),Private,"Mumbai,Maharashtra + 29 more",14 years old,51-200 Employees (India)
VIKRAN Engineeri...,4.2,(124 Reviews),Private,Thane + 30 more,15 years old,51-200 Employees (India)
Taj Gateway Hote...,4.5,(124 Reviews),Mumbai + 22 more,120 years old,10k-50k Employees (India),
Kalyan Toll Infr...,4.3,(124 Reviews),Private,"Indore,Madhya Pradesh + 18 more",21 years old,51-200 Employees (India)
Sv Creditline,3.9,(124 Reviews),Public,Gurgaon + 36 more,13 years old,1k-5k Employees (India)
Técnicas Reunida...,4.6,(124 Reviews),Private,"Madrid,Madrid + 13 more",51 years old,5k-10k Employees (Global)
HCG Cancer Centr...,3.9,(124 Reviews),Public,"Ahmedabad,Gujarat + 15 more",17 years old,5k-10k Employees (India)
ITC Group,3.8,(124 Reviews),Bengaluru/Bangalore + 32 more,10k-50k Employees (India),,
Hindustan Foods,3.6,(124 Reviews),Public,"Mumbai,Maharashtra + 16 more",35 years old,1k-5k Employees (India)
SAVIC Technologi...,3.9,(124 Reviews),Private,"Navi Mumbai,Maharashtra + 10 more",7 years old,201-500 Employees (India)
Addverb Technolo...,3.9,(124 Reviews),Private,"Noida,Uttar Pradesh + 9 more",7 years old,501-1k Employees (India)
Bonn group,3.9,(124 Reviews),Private,"Ludhiana,Punjab + 12 more",38 years old,1k-5k Employees (India)
TDS Lithium-Ion ...,4.0,(124 Reviews),"Ahmedabad,Gujarat + 4 more",4 years old,501-1k Employees (India),
Teachnook,4.1,(124 Reviews),2 years old,201-500 Employees (India),,
OLX Autos,3.7,(124 Reviews),Gurgaon/Gurugram + 17 more,,,
ICPA Health Prod...,3.9,(124 Reviews),Public,"Mumbai,Maharashtra + 19 more",40 years old,51-200 Employees (India)
Agappe Diagnosti...,4.0,(124 Reviews),Private,"Ernakulam,Kerala + 20 more",25 years old,501-1k Employees (India)
Electropneumatic...,3.9,(124 Reviews),Private,"Pune,Maharashtra + 1 more",51 years old,501-1k Employees (India)
Shriram Properti...,3.7,(124 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",28 years old,501-1k Employees (India)
Claritus Managem...,4.9,(124 Reviews),Private,"Noida,Uttar Pradesh + 3 more",15 years old,51-200 Employees (India)
MosChip Technolo...,4.6,(171 Reviews),Public,Hyderabad + 1 more,24 years old,1k-5k Employees (India)
Gamma Process Hu...,3.4,(123 Reviews),Private,"Chennai,Tamil Nadu + 3 more",7 years old,51-200 Employees (India)
Amco Batteries,4.3,(123 Reviews),Public,"Chennai,Tamil Nadu + 24 more",68 years old,201-500 Employees (India)
Muthoot Housing ...,4.1,(123 Reviews),Private,"Mumbai,Maharashtra + 51 more",13 years old,501-1k Employees (India)
CMR Engineering ...,4.6,(123 Reviews),Hyderabad + 2 more,13 years old,201-500 Employees (India),
Ayoki Fabricon,3.8,(123 Reviews),Private,"Pune,Maharashtra + 10 more",39 years old,5k-10k Employees (India)
Government Hospi...,4.1,(123 Reviews),New Delhi + 57 more,,,
Unicorn Infosolu...,3.6,(123 Reviews),Private,"Mumbai,Maharashtra + 13 more",21 years old,201-500 Employees (India)
Vsun Mobile,4.0,(123 Reviews),Private,Dubai + 8 more,12 years old,51-200 Employees (India)
Apollo Diagnosti...,4.2,(123 Reviews),Private,Hyderabad + 32 more,8 years old,201-500 Employees (India)
Ksk Energy Ventu...,3.9,(123 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 10 more",22 years old,1k-5k Employees (India)
Duroflex,4.0,(123 Reviews),Bangalore + 25 more,60 years old,501-1k Employees (India),
Asianet Satellit...,4.2,(123 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 19 more",30 years old,1k-5k Employees (India)
Igarashi Motors,4.2,(123 Reviews),Public,"Chennai,Tamil Nadu + 4 more",31 years old,501-1k Employees (India)
Roulunds Braking,3.5,(123 Reviews),Private,Odense + 1 more,287 years old,1k-5k Employees (Global)
Thirdware Soluti...,4.3,(123 Reviews),Private,"Mumbai,Maharashtra + 1 more",28 years old,1k-5k Employees (India)
Axio,4.1,(123 Reviews),Private,"Bangalore,Karnataka + 16 more",10 years old,501-1k Employees (India)
Aditya Birla Mon...,3.9,(123 Reviews),Public,Mumbai + 32 more,67 years old,201-500 Employees (India)
ING Vysya Bank,4.4,(123 Reviews),Public,"Mumbai,Maharashtra + 39 more",21 years old,5k-10k Employees (India)
Asian Institute ...,4.1,(123 Reviews),Private,"Faridabad,Haryana + 10 more",13 years old,1k-5k Employees (India)
DQ Entertainment,3.3,(123 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",16 years old,51-200 Employees (India)
IIHT,4.4,(123 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 20 more",30 years old,201-500 Employees (India)
Bacardi,4.1,(123 Reviews),Private,"Hamilton,Bermuda + 33 more",161 years old,201-500 Employees (India)
Doordarshan,4.1,(123 Reviews),Private,New Delhi + 26 more,64 years old,201-500 Employees (Global)
National Securit...,3.4,(123 Reviews),Private,"Mumbai,Maharashtra + 4 more",27 years old,201-500 Employees (India)
Lalitpur Power G...,4.2,(123 Reviews),Private,"Lalitpur,Uttar Pradesh + 5 more",14 years old,1k-5k Employees (India)
Career Point,3.9,(123 Reviews),Public,"Kota,Rajasthan + 32 more",30 years old,501-1k Employees (India)
Godawari Power &...,4.4,(123 Reviews),Public,"Raipur,Chhattisgarh + 5 more",24 years old,1k-5k Employees (India)
Maxi Multiservic...,2.9,(123 Reviews),Private,Lucknow + 35 more,8 years old,201-500 Employees (Global)
Afflatus Gravure...,3.7,(123 Reviews),Private,"Noida,Uttar Pradesh + 11 more",20 years old,51-200 Employees (India)
CityMall,3.6,(123 Reviews),Private,"Gurgaon,Haryana + 16 more",4 years old,51-200 Employees (India)
CityMall,3.6,(123 Reviews),Private,"Gurgaon,Haryana + 16 more",4 years old,51-200 Employees (India)
American Express...,4.0,(123 Reviews),Private,"New York,New York + 11 more",7 years old,1k-5k Employees (India)
PIX Transmission...,4.2,(123 Reviews),Public,"Nagpur,Maharashtra + 5 more",42 years old,51-200 Employees (India)
ICFAI Business S...,4.1,(122 Reviews),Private,Hyderabad + 35 more,28 years old,1k-5k Employees (Global)
Acute Informatic...,3.6,(122 Reviews),Private,Ahmedabad + 26 more,18 years old,201-500 Employees (India)
ARSS Infrastruct...,4.1,(122 Reviews),Public,"Bhubaneswar,Odisha + 12 more",23 years old,501-1k Employees (India)
Domino Printech,4.1,(122 Reviews),LLP,"Gurgaon/Gurugram,Haryana + 21 more",27 years old,201-500 Employees (India)
Manika Moulds,4.0,(122 Reviews),Private,"Mumbai,Maharashtra + 10 more",27 years old,51-200 Employees (India)
cFIRST,4.1,(122 Reviews),Private,Cincinnati + 5 more,17 years old,201-500 Employees (India)
Mangalam Cement,4.2,(122 Reviews),Public,Kolkata + 16 more,47 years old,1k-5k Employees (India)
Emerald Jewel In...,4.0,(122 Reviews),Public,"Coimbatore,Tamil Nadu + 7 more",39 years old,51-200 Employees (India)
Indian Railway C...,4.0,(122 Reviews),Public,"Delhi/NCR,Delhi + 27 more",24 years old,1k-5k Employees (India)
JP Infra,3.6,(122 Reviews),Private,Mumbai + 5 more,17 years old,201-500 Employees (India)
Kapil Chit Funds,3.6,(122 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 37 more",42 years old,10k-50k Employees (India)
Webkul Software,4.0,(122 Reviews),Private,"Noida,Uttar Pradesh + 3 more",13 years old,501-1k Employees (India)
Advaith Motors,4.3,(122 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",25 years old,501-1k Employees (Global)
TIL,3.7,(122 Reviews),Public,Kolkata + 15 more,79 years old,501-1k Employees (India)
Saxo Bank,3.8,(122 Reviews),Private,"Copenhagen,Capital Region",31 years old,501-1k Employees (India)
WEG,3.6,(122 Reviews),Private,"Tamil Nadu,Karnataka + 5 more",62 years old,201-500 Employees (India)
GAIN Credit,4.6,(122 Reviews),Private,"San Diego,California + 5 more",20 years old,201-500 Employees (India)
Glocal Healthcar...,3.7,(122 Reviews),JV,"Kolkata,West Bengal + 13 more",13 years old,51-200 Employees (India)
Diksha Technolog...,3.8,(122 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",23 years old,51-200 Employees (India)
Sagarsoft,4.6,(122 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",27 years old,51-200 Employees (India)
Hicare Services,3.8,(122 Reviews),Private,"Mumbai,Maharashtra + 22 more",20 years old,501-1k Employees (India)
Ghatge Patil Ind...,3.8,(122 Reviews),Private,"Kolhapur,Maharashtra + 5 more",63 years old,501-1k Employees (India)
Century Enka,4.3,(122 Reviews),Public,Pune + 7 more,58 years old,501-1k Employees (India)
Sajjan India,3.7,(122 Reviews),Public,Mumbai + 7 more,118 years old,51-200 Employees (India)
InnoEye Technolo...,3.3,(122 Reviews),Private,"Indore,Madhya Pradesh",11 years old,501-1k Employees (India)
Imperative Busin...,4.5,(122 Reviews),Private,Mumbai + 3 more,12 years old,501-1k Employees (India)
Xeam Ventures,4.0,(122 Reviews),Private,"Mohali,Punjab + 34 more",19 years old,51-200 Employees (India)
Mangalam Cement,4.2,(122 Reviews),Public,Kolkata + 16 more,47 years old,1k-5k Employees (India)
Century Enka,4.3,(122 Reviews),Public,Pune + 7 more,58 years old,501-1k Employees (India)
Manika Moulds,4.0,(122 Reviews),Private,"Mumbai,Maharashtra + 10 more",27 years old,51-200 Employees (India)
InnoEye Technolo...,3.3,(122 Reviews),Private,"Indore,Madhya Pradesh",11 years old,501-1k Employees (India)
Saxo Bank,3.8,(122 Reviews),Private,"Copenhagen,Capital Region",31 years old,501-1k Employees (India)
Emerald Jewel In...,4.0,(122 Reviews),Public,"Coimbatore,Tamil Nadu + 7 more",39 years old,51-200 Employees (India)
Sagarsoft,4.6,(122 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",27 years old,51-200 Employees (India)
Diksha Technolog...,3.8,(122 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",23 years old,51-200 Employees (India)
Career Launcher,3.9,(122 Reviews),Private,New Delhi + 30 more,27 years old,1k-5k Employees (India)
ICFAI Business S...,4.1,(122 Reviews),Private,Hyderabad + 35 more,28 years old,1k-5k Employees (Global)
Rohan Motors,3.9,(122 Reviews),"Noida,Uttar Pradesh + 12 more",35 years old,201-500 Employees (India),
Imperative Busin...,4.5,(122 Reviews),Private,Mumbai + 3 more,12 years old,501-1k Employees (India)
SAP-Concur,4.3,(122 Reviews),Private,"Bellevue,Washington State + 1 more",30 years old,10k-50k Employees (India)
Livguard,4.2,(122 Reviews),Private,"Gurgaon,Haryana + 19 more",9 years old,501-1k Employees (India)
Advaith Motors,4.3,(122 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",25 years old,501-1k Employees (Global)
CSM Technologies,4.2,(122 Reviews),Private,"Bhubaneswar,Odisha + 7 more",25 years old,1k-5k Employees (India)
Elsamex Maintena...,4.0,(122 Reviews),Private,Ahmedabad + 25 more,24 years old,201-500 Employees (India)
Diamondpick,4.2,(122 Reviews),Private,"Iselin,New Jersey + 1 more",5 years old,1k-5k Employees (India)
Dorset Industrie...,3.9,(122 Reviews),Gurgaon + 21 more,28 years old,201-500 Employees (India),
Viteos Capital M...,3.8,(122 Reviews),Private,New York + 3 more,20 years old,501-1k Employees (India)
JBF Industries,4.2,(171 Reviews),Public,"Mumbai,Maharashtra + 5 more",41 years old,201-500 Employees (India)
Covalent Laborat...,3.7,(121 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",21 years old,51-200 Employees (India)
Avalara Technolo...,4.3,(121 Reviews),Private,"Seattle,Washington + 4 more",19 years old,201-500 Employees (India)
Syscom Corporati...,3.9,(121 Reviews),Private,"Noida,Uttar Pradesh + 4 more",27 years old,1k-5k Employees (Global)
Partha Dental,4.3,(121 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",16 years old,501-1k Employees (Global)
Manohar Filament...,3.8,(121 Reviews),Private,"Delhi/NCR,Delhi + 5 more",37 years old,201-500 Employees (India)
Norwegian Cruise...,4.6,(121 Reviews),Miami + 9 more,57 years old,501-1k Employees (India),
StoreKing,3.4,(121 Reviews),Private,"Bangalore,Karnataka + 16 more",11 years old,501-1k Employees (India)
ValGenesis,2.7,(121 Reviews),Private,"South San Francisco,California + 2 more",18 years old,201-500 Employees (India)
Magnasoft Consul...,3.8,(121 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",23 years old,501-1k Employees (India)
Syscom Corporati...,3.9,(121 Reviews),Private,"Noida,Uttar Pradesh + 4 more",27 years old,1k-5k Employees (Global)
VISION,3.7,(121 Reviews),Private,Warren + 53 more,30 years old,11-50 Employees (India)
Trimble,4.3,(121 Reviews),Private,"Sunnyvale,California + 9 more",45 years old,1k-5k Employees (India)
Hyderabad Indust...,4.3,(121 Reviews),Private,Hyderabad + 26 more,77 years old,1k-5k Employees (India)
Red FM 93.5,4.1,(121 Reviews),Public,"Delhi/NCR,Delhi + 41 more",21 years old,501-1k Employees (Global)
Chai Point,3.7,(121 Reviews),Private,"Bangalore,Karnataka + 12 more",13 years old,501-1k Employees (India)
Vipul MedCorp TP...,3.9,(121 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",8 years old,501-1k Employees (Global)
Aagna Global Sol...,3.4,(121 Reviews),Private,"Chennai,Tamil Nadu + 3 more",9 years old,201-500 Employees (Global)
Manohar Filament...,3.8,(121 Reviews),Private,"Delhi/NCR,Delhi + 5 more",37 years old,201-500 Employees (India)
Norwegian Cruise...,4.6,(121 Reviews),Miami + 9 more,57 years old,501-1k Employees (India),
Service Master C...,4.0,(121 Reviews),Chicago + 30 more,94 years old,1k-5k Employees (India),
Modern Automotiv...,3.9,(121 Reviews),Private,"Chandigarh,Chandigarh + 12 more",19 years old,51-200 Employees (India)
Paradise Food Co...,4.2,(121 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",70 years old,1k-5k Employees (India)
ValGenesis,2.7,(121 Reviews),Private,"South San Francisco,California + 2 more",18 years old,201-500 Employees (India)
StoreKing,3.4,(121 Reviews),Private,"Bangalore,Karnataka + 16 more",11 years old,501-1k Employees (India)
NIKE,4.3,(121 Reviews),Public,"Beaverton,Oregon + 30 more",59 years old,501-1k Employees (India)
Coastal Projects,4.1,(121 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 15 more",28 years old,5k-10k Employees (Global)
First American T...,4.0,(121 Reviews),Private,Santa Ana + 4 more,134 years old,10k-50k Employees (Global)
GGK Technologies,3.6,(121 Reviews),Private,Duluth + 1 more,19 years old,1k-5k Employees (India)
St. Mary's Schoo...,4.1,(121 Reviews),Private,Medford + 46 more,57 years old,501-1k Employees (Global)
Ginni Filaments,3.6,(121 Reviews),Public,"Noida,Uttar Pradesh + 11 more",33 years old,1k-5k Employees (India)
Manipal Universi...,4.3,(121 Reviews),Private,"Manipal,Karnataka + 7 more",70 years old,1k-5k Employees (India)
Fleet Management,3.8,(121 Reviews),Private,Wong Chuk Hang + 12 more,29 years old,201-500 Employees (India)
Malladi Drugs & ...,4.1,(121 Reviews),Private,"Chennai,Tamil Nadu + 9 more",43 years old,201-500 Employees (India)
Cholayil,4.3,(121 Reviews),Private,"Chennai,Tamil Nadu + 15 more",54 years old,1k-5k Employees (India)
Tudip Technologi...,2.8,(121 Reviews),Private,"Pune,Maharashtra",13 years old,501-1k Employees (India)
Covalent Laborat...,3.7,(121 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",21 years old,51-200 Employees (India)
Bliss Gvs Pharma,3.8,(121 Reviews),Public,"Mumbai,Maharashtra + 4 more",39 years old,501-1k Employees (India)
SNVA Ventures,4.1,(121 Reviews),Private,Waldorf + 2 more,14 years old,201-500 Employees (India)
Furlenco,3.3,(121 Reviews),Private,"Bangalore,Karnataka + 11 more",11 years old,201-500 Employees (India)
SEABIRD LOGISOLU...,3.8,(121 Reviews),Public,"Mumbai,Maharashtra + 16 more",18 years old,51-200 Employees (India)
Clarks Inn Group...,3.8,(120 Reviews),"Noida,Uttar Pradesh + 33 more",17 years old,201-500 Employees (India),
B9 Beverages,4.1,(120 Reviews),Private,"New Delhi,Delhi + 19 more",8 years old,501-1k Employees (India)
Kanoria Chemical...,4.2,(120 Reviews),Public,"Delhi/NCR,Delhi + 8 more",63 years old,1k-5k Employees (India)
Bajaj Healthcare,3.3,(120 Reviews),Public,"Thane,Maharashtra + 7 more",30 years old,51-200 Employees (India)
Blowhorn,4.2,(120 Reviews),"Bangalore,Karnataka + 11 more",9 years old,501-1k Employees (India),
Pharmarack Techn...,3.9,(120 Reviews),Private,"Pune,Maharashtra + 15 more",8 years old,51-200 Employees (India)
KLT Automotive &...,4.0,(120 Reviews),Private,"Mumbai,Maharashtra + 9 more",29 years old,201-500 Employees (India)
St. Joseph's Sch...,4.5,(120 Reviews),Private,"Greater Noida,Uttar Pradesh + 40 more",23 years old,51-200 Employees (India)
DAEWOO E&C,4.6,(120 Reviews),Public,Seoul + 11 more,50 years old,5k-10k Employees (Global)
S.S. Kothari Meh...,3.7,(120 Reviews),Private,"Delhi/NCR,Delhi + 4 more",70 years old,201-500 Employees (India)
SBI Payment Serv...,4.2,(120 Reviews),Government,"Mumbai,Maharashtra + 54 more",13 years old,1k-5k Employees (India)
Lawrence & Mayo,4.0,(120 Reviews),Mumbai + 20 more,146 years old,201-500 Employees (India),
Lifelong India,4.2,(120 Reviews),Private,"Delhi/NCR,Delhi + 3 more",38 years old,501-1k Employees (India)
Saint Gobain Sek...,4.0,(120 Reviews),Public,Pune + 14 more,50 years old,501-1k Employees (India)
Bharat Benz,4.3,(120 Reviews),Private,"Chennai,Tamil Nadu + 53 more",12 years old,1k-5k Employees (India)
CyberSWIFT Infot...,3.9,(120 Reviews),Private,"Worthington,Ohio + 4 more",26 years old,201-500 Employees (India)
Simpson,3.8,(120 Reviews),Chennai + 3 more,183 years old,201-500 Employees (India),
Filatex India,4.1,(120 Reviews),Public,"Noida,Uttar Pradesh + 8 more",33 years old,1k-5k Employees (India)
Jaslok Hospital ...,4.1,(120 Reviews),Private,"Mumbai,Maharashtra + 6 more",50 years old,1k-5k Employees (India)
Zodiac Clothing ...,4.0,(120 Reviews),Public,"Mumbai,Maharashtra + 20 more",39 years old,1k-5k Employees (India)
Masu Brakes,3.6,(120 Reviews),Private,"Delhi/NCR,Delhi + 3 more",41 years old,51-200 Employees (India)
Light Microfinan...,4.0,(120 Reviews),Private,"Ahmedabad,Gujarat + 47 more",29 years old,1k-5k Employees (India)
Hidesign,3.6,(120 Reviews),Private,"Pondicherry/Puducherry,Tamil Nadu + 21 more",45 years old,201-500 Employees (India)
Chembond Chemica...,3.8,(120 Reviews),Public,"Mumbai,Maharashtra + 18 more",50 years old,51-200 Employees (India)
Partha Dental,4.3,(120 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",16 years old,501-1k Employees (Global)
Hartek Group,4.1,(120 Reviews),Private,"Mohali,Punjab + 2 more",32 years old,201-500 Employees (India)
Novel Office,4.2,(120 Reviews),"Bengaluru/Bangalore,Karnataka + 9 more",30 years old,51-200 Employees (India),
Shaw Toyota,4.8,(120 Reviews),"Pune,Maharashtra",6 years old,11-50 Employees (India),
ANEWA Engineerin...,3.7,(120 Reviews),Private,"Hyderabad/Secunderabad,Telangana",17 years old,201-500 Employees (India)
Lawrence & Mayo,4.0,(120 Reviews),Mumbai + 20 more,146 years old,201-500 Employees (India),
FOX Solutions,3.6,(120 Reviews),"Nasik/Nashik,Maharashtra + 10 more",28 years old,201-500 Employees (India),
St. Joseph's Sch...,4.5,(120 Reviews),Private,"Greater Noida,Uttar Pradesh + 40 more",23 years old,51-200 Employees (India)
Blowhorn,4.2,(120 Reviews),"Bangalore,Karnataka + 11 more",9 years old,501-1k Employees (India),
Shaw Toyota,4.8,(120 Reviews),"Pune,Maharashtra",6 years old,11-50 Employees (India),
Novel Office,4.2,(120 Reviews),"Bengaluru/Bangalore,Karnataka + 9 more",30 years old,51-200 Employees (India),
B9 Beverages,4.1,(120 Reviews),Private,"New Delhi,Delhi + 19 more",8 years old,501-1k Employees (India)
Wicked Ride Adve...,3.9,(208 Reviews),Private,"Bangalore,Karnataka + 6 more",9 years old,51-200 Employees (India)
Carnival Group,3.8,(126 Reviews),Private,Mumbai + 33 more,16 years old,51-200 Employees (India)
DS Spiceco,4.1,(119 Reviews),Private,Noida + 37 more,36 years old,501-1k Employees (India)
Maksat Technolog...,3.6,(119 Reviews),Private,New Delhi + 24 more,23 years old,51-200 Employees (India)
Eptisa,3.4,(119 Reviews),Private,Madrid + 21 more,67 years old,51-200 Employees (India)
The Mission Hosp...,4.2,(119 Reviews),Private,"Durgapur,West Bengal + 14 more",15 years old,51-200 Employees (India)
MindCraft Softwa...,3.7,(119 Reviews),Private,"Mumbai,Maharashtra + 3 more",21 years old,501-1k Employees (India)
CL Educate,4.1,(119 Reviews),Public,"Delhi/NCR,New Delhi + 21 more",27 years old,501-1k Employees (India)
Technique Contro...,3.8,(119 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",13 years old,51-200 Employees (India)
Suez Water Techn...,4.2,(119 Reviews),Public,"Trevose,PA + 23 more",54 years old,5k-10k Employees (India)
Maahi Milk Produ...,4.3,(119 Reviews),Private,"Rajkot,Gujarat + 19 more",11 years old,501-1k Employees (India)
Digient Technolo...,4.8,(119 Reviews),Private,"Chennai,Tamil Nadu",16 years old,51-200 Employees (India)
Ajay Industrial ...,3.9,(119 Reviews),Private,"Ghaziabad,Uttar Pradesh + 23 more",62 years old,51-200 Employees (India)
Aujas Cybersecur...,4.1,(119 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",15 years old,501-1k Employees (India)
Eternis Fine Che...,3.8,(119 Reviews),Public,"Mumbai,Maharashtra + 6 more",35 years old,201-500 Employees (India)
Sparsh Hospital,4.1,(119 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",17 years old,501-1k Employees (India)
AVRA Laboratorie...,4.2,(119 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",28 years old,501-1k Employees (India)
Shirdi Sai Elect...,4.2,(119 Reviews),Hyderabad + 16 more,29 years old,201-500 Employees (India),
MKCL,4.0,(119 Reviews),Government,Pune + 22 more,22 years old,1k-5k Employees (India)
Hindustan Media ...,3.9,(119 Reviews),Public,"Delhi/NCR,Delhi + 27 more",105 years old,1k-5k Employees (India)
Shanthi Gears,4.0,(119 Reviews),Public,"Coimbatore,Tamil Nadu + 7 more",54 years old,501-1k Employees (India)
British Airways,3.4,(119 Reviews),Private,"Harmondsworth,Greater London + 5 more",104 years old,201-500 Employees (India)
MMTC-PAMP,3.6,(119 Reviews),Private,New Delhi + 16 more,15 years old,1k-5k Employees (India)
Aujas Cybersecur...,4.1,(119 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",15 years old,501-1k Employees (India)
AVRA Laboratorie...,4.2,(119 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",28 years old,501-1k Employees (India)
Sparsh Hospital,4.1,(119 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",17 years old,501-1k Employees (India)
MindCraft Softwa...,3.7,(119 Reviews),Private,"Mumbai,Maharashtra + 3 more",21 years old,501-1k Employees (India)
Skypro Technolog...,4.0,(119 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 24 more",12 years old,51-200 Employees (India)
Ahresty India,3.8,(119 Reviews),Private,"Rewari,Haryana + 4 more",16 years old,51-200 Employees (India)
POWERGRID,4.5,(119 Reviews),Public,Gurgaon + 46 more,34 years old,5k-10k Employees (India)
OASYS Cybernetic...,3.7,(119 Reviews),Private,"Chennai,Tamil Nadu + 13 more",23 years old,201-500 Employees (India)
Eptisa,3.4,(119 Reviews),Private,Madrid + 21 more,67 years old,51-200 Employees (India)
Maahi Milk Produ...,4.3,(119 Reviews),Private,"Rajkot,Gujarat + 19 more",11 years old,501-1k Employees (India)
Tata Play Fiber,4.4,(119 Reviews),Mumbai + 23 more,51-200 Employees (India),,
ICRA Analytics,4.1,(119 Reviews),Private,"Kolkata,West Bengal + 2 more",24 years old,501-1k Employees (India)
Sophos Technolog...,4.1,(119 Reviews),Private,"Abingdon,United Kingdom + 5 more",38 years old,501-1k Employees (India)
CL Educate,4.1,(119 Reviews),Public,"Delhi/NCR,New Delhi + 21 more",27 years old,501-1k Employees (India)
Ajay Industrial ...,3.9,(119 Reviews),Private,"Ghaziabad,Uttar Pradesh + 23 more",62 years old,51-200 Employees (India)
Milkbasket,4.1,(119 Reviews),Private,"Gurgaon,Haryana + 9 more",8 years old,501-1k Employees (India)
Heavy Engineerin...,3.9,(118 Reviews),Private,"Ranchi,Jharkhand + 5 more",65 years old,1k-5k Employees (India)
Walter Bushnell,3.4,(118 Reviews),Private,Gurgaon + 28 more,19 years old,51-200 Employees (India)
Chain-Sys,3.9,(118 Reviews),Private,"Grand Ledge,MI + 4 more",25 years old,501-1k Employees (India)
Freecharge,4.1,(118 Reviews),Private,"Gurgaon,Haryana + 15 more",13 years old,201-500 Employees (India)
Bombay Hospital,4.1,(118 Reviews),Private,"Mumbai,Maharashtra + 4 more",71 years old,501-1k Employees (India)
CloudMoyo,4.4,(118 Reviews),Private,"Bellevue,Washington",8 years old,201-500 Employees (India)
SunMax Auto Engi...,3.0,(118 Reviews),Private,New Delhi + 8 more,19 years old,51-200 Employees (India)
National Small I...,4.1,(118 Reviews),Private,New Delhi + 26 more,68 years old,1k-5k Employees (India)
Clove Dental,3.4,(118 Reviews),Private,"Delhi,NCT + 11 more",12 years old,501-1k Employees (India)
Foiwe Info Globa...,3.6,(118 Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 3 more",13 years old,201-500 Employees (India)
Lam Research,4.1,(118 Reviews),Private,"Fremont,California",43 years old,1k-5k Employees (India)
Swaraj Engines,3.5,(118 Reviews),Public,Mohali + 5 more,34 years old,501-1k Employees (India)
National Highway...,4.0,(118 Reviews),Public,"Delhi/NCR,Delhi + 66 more",35 years old,5k-10k Employees (Global)
Energy Efficienc...,3.9,(118 Reviews),Private,New Delhi + 25 more,14 years old,501-1k Employees (India)
Clove Dental,3.4,(118 Reviews),Private,"Delhi,NCT + 11 more",12 years old,501-1k Employees (India)
Foiwe Info Globa...,3.6,(118 Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 3 more",13 years old,201-500 Employees (India)
National Small I...,4.1,(118 Reviews),Private,New Delhi + 26 more,68 years old,1k-5k Employees (India)
The Mission Hosp...,4.2,(118 Reviews),Private,"Durgapur,West Bengal + 14 more",15 years old,51-200 Employees (India)
Ami Lifesciences,3.8,(118 Reviews),Vadodara + 3 more,29 years old,1k-5k Employees (India),
Swaraj Engines,3.5,(118 Reviews),Public,Mohali + 5 more,34 years old,501-1k Employees (India)
SunMax Auto Engi...,3.0,(118 Reviews),Private,New Delhi + 8 more,19 years old,51-200 Employees (India)
Kantar Operation...,3.6,(118 Reviews),London + 16 more,30 years old,5k-10k Employees (India),
National Highway...,4.0,(118 Reviews),Public,"Delhi/NCR,Delhi + 66 more",35 years old,5k-10k Employees (Global)
Energy Efficienc...,3.9,(118 Reviews),Private,New Delhi + 25 more,14 years old,501-1k Employees (India)
